extrarepaymentsallowed,allowssplitloan,hasoffsetaccount,hasredrawfacility,redrawactivationfee,hasfortnightlyrepayments,hasfulloffset,hasmonthlyrepayments,hasrepayholiday,hasweeklyrepayments,hasmortgageportability,hasprincipalandinterest,hasinterestonly,hasconstructionfacility,portabilitytransferfee,companyvariation,totalcost,costscore,boxcox,cost score2,output_dtr,total_score,alogarithm,manual,difference
1,1,1,1,0,1,1,1,1,1,1,1,0,0,250,Click Loans - Online Prime Investment Loan (LVR 70%-75%),73343.89226658882,4.633037278069395,454.6288508839673,1.597343826983297,4.300779999999862,4.30078,4.3,4.3,0.0
1,1,1,1,0,1,1,1,1,1,1,1,0,0,250,Click Loans - Online Prime Investment Loan (LVR 70%-75%),73343.89226658882,4.633037278069395,454.6288508839673,1.597343826983297,4.300779999999862,4.30078,4.3,4.3,0.0
1,1,1,1,0,1,1,1,1,1,1,1,0,0,250,Click Loans - Online Prime Investment Loan (LVR 70%-75%),73343.89226658882,4.633037278069395,454.6288508839673,1.597343826983297,4.300779999999862,4.30078,4.3,4.3,0.0
1,1,1,1,0,1,1,1,1,1,1,1,0,0,250,Click Loans - Online Prime Investment Loan (LVR 70%-75%),73343.89226658882,4.633037278069395,454.6288508839673,1.597343826983297,4.300779999999862,4.30078,4.3,4.3,0.0
1,1,1,1,0,1,1,1,1,1,1,1,0,0,250,Click Loans - Online Prime Investment Loan (LVR 70%-75%),73343.89226658882,4.633037278069395,454.6288508839673,1.597343826983297,4.300779999999862,4.30078,4.3,4.3,0.0
1,1,1,1,0,1,1,1,1,1,1,1,0,0,250,Click Loans - Online Prime Investment Loan (LVR 70%-75%),73343.89226658882,4.633037278069395,454.6288508839673,1.597343826983297,4.300779999999862,4.30078,4.3,4.3,0.0
1,1,1,1,0,1,1,1,1,1,1,1,0,0,250,Click Loans - Online Prime Investment Loan (LVR 75%-80%),73343.89226658882,4.633037278069395,454.6288508839673,1.597343826983297,4.300779999999862,4.30078,4.3,4.3,0.0
1,1,1,1,0,1,1,1,1,1,1,1,0,0,250,Click Loans - Online Prime Investment Loan (LVR 75%-80%),73343.89226658882,4.633037278069395,454.6288508839673,1.597343826983297,4.300779999999862,4.30078,4.3,4.3,0.0
1,1,1,1,0,1,1,1,1,1,1,1,0,0,250,Click Loans - Online Prime Investment Loan (LVR 75%-80%),73343.89226658882,4.633037278069395,454.6288508839673,1.597343826983297,4.300779999999862,4.30078,4.3,4.3,0.0
1,1,1,1,0,1,1,1,1,1,1,1,0,0,250,Click Loans - Online Prime Investment Loan (LVR 75%-80%),73343.89226658882,4.633037278069395,454.6288508839673,1.597343826983297,4.300779999999862,4.30078,4.3,4.3,0.0
1,1,1,1,0,1,1,1,1,1,1,1,0,0,250,Click Loans - Online Prime Investment Loan (LVR 75%-80%),73343.89226658882,4.633037278069395,454.6288508839673,1.597343826983297,4.300779999999862,4.30078,4.3,4.3,0.0
1,1,1,1,0,1,1,1,1,1,1,1,0,0,250,Click Loans - Online Prime Investment Loan (LVR 75%-80%),73343.89226658882,4.633037278069395,454.6288508839673,1.597343826983297,4.300779999999862,4.30078,4.3,4.3,0.0
1,1,1,1,0,1,1,1,1,1,1,1,0,0,250,Click Loans - Online Prime Home Loan (LVR < 70%),73343.89226658882,4.633037278069395,454.6288508839673,1.597343826983297,4.300779999999862,4.30078,4.3,4.3,0.0
1,1,1,1,0,1,1,1,1,1,1,1,0,0,250,Click Loans - Online Prime Home Loan (LVR < 70%),73343.89226658882,4.633037278069395,454.6288508839673,1.597343826983297,4.300779999999862,4.30078,4.3,4.3,0.0
1,1,1,1,0,1,1,1,1,1,1,1,0,0,250,Click Loans - Online Prime Home Loan (LVR < 70%),73343.89226658882,4.633037278069395,454.6288508839673,1.597343826983297,4.300779999999862,4.30078,4.3,4.3,0.0
1,1,1,1,0,1,1,1,1,1,1,1,0,0,250,Click Loans - Online Prime Home Loan (LVR < 70%),73343.89226658882,4.633037278069395,454.6288508839673,1.597343826983297,4.300779999999862,4.30078,4.3,4.3,0.0
1,1,1,1,0,1,1,1,1,1,1,1,0,0,250,Click Loans - Online Prime Home Loan (LVR < 70%),73343.89226658882,4.633037278069395,454.6288508839673,1.597343826983297,4.300779999999862,4.30078,4.3,4.3,0.0
1,1,1,1,0,1,1,1,1,1,1,1,0,0,250,Click Loans - Online Prime Home Loan (LVR < 70%),73343.89226658882,4.633037278069395,454.6288508839673,1.597343826983297,4.300779999999862,4.30078,4.3,4.3,0.0
1,1,0,1,0,1,0,1,0,0,1,1,1,1,250,Click Loans - The Online Investor Fixed 1 Year,76885.35954493398,4.432748759447125,363.6937309154109,2.2779450398262426,3.6958277760000136,3.717268,3.7,3.7,0.0
1,1,0,1,0,1,0,1,0,0,1,1,1,1,250,Click Loans - The Online Investor Fixed 3 Years,77338.525776666,4.407119836147951,353.1978391192157,2.3565012311946476,3.624390725999985,3.6579639999999998,3.6,3.7,-0.10000000000000009
1,1,0,1,0,1,0,1,0,0,1,1,1,1,250,Click Loans - The Online Investor Fixed 2 Years,76829.1304795939,4.435928807521927,365.01330731690433,2.2680687093215277,3.7084163526666987,3.724632,3.7,3.7,0.0
1,1,0,1,0,1,0,1,0,0,1,1,1,1,250,Click Loans - The Online Home Loan Fixed 2 Years,73661.62394799557,4.615067887761191,445.7944696208827,1.6634644919634656,4.106703463999993,4.139193,4.1,4.1,0.0
1,1,0,1,0,1,0,1,0,0,1,1,1,1,250,Click Loans - The Online Home Loan Fixed 3 Years,74655.08614051776,4.558882398750974,419.0554363852259,1.8635919944809594,3.9675880176132403,4.009168,4.0,4.0,0.0
1,1,1,1,0,1,1,1,0,0,1,1,1,1,250,Click Loans - The Online Investor Offset Fixed 4 Years,80371.1830820654,4.235607185755406,289.0348809147121,2.8367269920302456,3.427711376000028,3.461051,3.4,3.5,-0.10000000000000009
1,1,1,1,0,1,1,1,0,0,1,1,1,1,250,Click Loans - The Online Investor Offset Fixed 2 Years,77819.1304795939,4.37993912362777,342.3331242572192,2.4378178678783016,3.7579303024445045,3.795063,3.8,3.8,0.0
1,1,1,1,0,1,1,1,0,0,1,1,1,1,250,Click Loans - The Online Investor Offset Fixed 3 Years,78328.525776666,4.351130152253793,331.1116400443605,2.5218047342046503,3.718562476000075,3.728388,3.7,3.7,0.0
1,1,1,1,0,1,1,1,0,0,1,1,1,1,250,Click Loans - The Online Offset Home Loan Fixed 1 Year,74192.24388359596,4.585058551940782,431.3479813687998,1.771588805529982,4.247543562666686,4.269747,4.2,4.3,-0.09999999999999964
1,1,1,1,0,1,1,1,0,0,1,1,1,1,250,Click Loans - The Online Offset Home Loan Fixed 4 Years,78129.00986011245,4.362413822051456,335.47110181064517,2.489176471697252,3.739155586399984,3.7545049999999995,3.7,3.8,-0.09999999999999964
1,1,0,1,0,1,0,1,1,1,1,1,1,0,250,Click Loans - Maxi Investment (LVR < 85%),77647.03658471658,4.389671934510897,346.1922999900915,2.4089339813746586,3.6371260220000217,3.637581999999999,3.6,3.6,0.0
1,1,0,1,0,1,0,1,1,1,1,1,1,0,250,Click Loans - Maxi Investment (LVR < 85%),77647.03658471658,4.389671934510897,346.1922999900915,2.4089339813746586,3.6371260220000217,3.637581999999999,3.6,3.6,0.0
1,1,0,1,0,1,0,1,1,1,1,1,1,0,250,Click Loans - Maxi Investment (LVR 85%-90%),78545.53890297315,4.338856923624682,326.4215297992644,2.5569077254613095,3.5178706610555746,3.519989,3.5,3.5,0.0
1,1,0,1,0,1,0,1,1,1,1,1,1,0,250,Click Loans - Maxi Investment (LVR 85%-90%),78545.53890297315,4.338856923624682,326.4215297992644,2.5569077254613095,3.5178706610555746,3.519989,3.5,3.5,0.0
1,1,0,1,0,1,0,1,1,1,1,1,1,0,250,Click Loans - Maxi (LVR 90%-95%),79449.16098111226,4.287752363508732,307.461168306734,2.6988159896415183,3.3977815166666607,3.4017239999999997,3.4,3.4,0.0
1,1,0,1,0,1,0,1,1,1,1,1,1,0,250,Click Loans - Maxi (LVR 90%-95%),79449.16098111226,4.287752363508732,307.461168306734,2.6988159896415183,3.3977815166666607,3.4017239999999997,3.4,3.4,0.0
1,1,0,1,0,1,0,1,0,0,1,1,0,0,250,Click Loans - The Online Home Loan (LVR < 70%),71599.19302887612,4.731709155655165,505.67502540045547,1.2152902452766068,4.2291172120000935,4.209122,4.2,4.2,0.0
1,1,0,1,0,1,0,1,0,0,1,1,1,1,250,"Click Loans - The Online Home Loan ($150k-$500k, LVR 70%-80%)",70925.59915947248,4.769804416080369,526.5699976503283,1.0589024441663144,4.420073480000039,4.497285,4.4,4.5,-0.09999999999999964
0,0,0,0,0,1,0,1,0,1,0,1,0,0,200,Australian Financial - True Blue Line of Credit,80830.52125135784,4.209629207069339,280.191499181391,2.9029150207633982,2.3987716953332896,2.120927,2.4,2.1,0.2999999999999998
1,0,1,1,0,1,1,1,0,1,0,1,1,0,200,Australian Financial - True Blue Home Loan (LVR 90%-95%),82094.16098111226,4.138163763609695,256.97662013289175,3.0766660956162633,2.958387958000016,2.955547,3.0,3.0,0.0
0,0,0,0,0,1,0,1,0,1,0,1,1,0,200,Australian Financial - Pinnacle Prime Home Loan,85272.05420544754,3.958437261508768,205.34074460762025,3.4631332770623215,1.6881797966666356,1.639628,1.7,1.6,0.09999999999999987
0,0,0,0,0,1,0,1,0,1,0,1,1,0,200,Australian Financial - Easy Prime Home Loan,100701.6707732795,3.0858116511643554,58.279730681581356,4.563807081359106,0.9008952053333136,0.9000009999999999,0.9,0.9,0.0
0,0,0,0,0,1,0,1,0,1,0,1,1,0,200,Australian Financial - Classic Home Loan,104243.72115749646,2.885490154851743,41.47533035632444,4.689579118020221,0.9008952053333136,0.9000009999999999,0.9,0.9,0.0
1,0,1,1,0,1,1,1,0,1,0,1,1,1,200,Australian Financial - Balanced Home Loan,87621.00947556767,3.825591541250645,172.8093344827454,3.70661365289662,2.3633533093333616,2.332194,2.4,2.3,0.10000000000000009
1,1,0,1,0,1,0,1,0,1,1,0,1,0,375,AMP Bank - Professional Package Investment Loan Fixed (Interest Only) 3 Years,83182.09657093257,4.076635309295307,238.24819687076916,3.216838424978606,2.6271589486666507,2.613159,2.6,2.6,0.0
1,1,0,1,0,1,0,1,0,1,1,0,1,0,375,AMP Bank - Professional Package Investment Loan Fixed (Interest Only) 2 Years,82097.97893232165,4.1379478384770305,256.9088951198911,3.077172981470749,2.848828767333351,2.7550489999999996,2.8,2.8,0.0
1,1,1,1,0,1,1,1,0,1,1,0,1,0,375,AMP Bank - Professional Package Investment Loan (Interest Only) ($250k-$750k),82276.59477567972,4.127846177256721,253.7564517521549,3.1007673505136646,3.055628541333325,3.031669,3.1,3.0,0.10000000000000009
1,1,0,1,0,1,0,1,0,1,1,0,1,0,375,AMP Bank - Professional Package Home Loan Fixed (Interest Only) 1 Year,80050.11928958195,4.253765024392786,295.3478731658925,2.789477588452099,3.033039947888855,3.0230719999999995,3.0,3.0,0.0
1,1,0,1,0,1,0,1,0,1,1,0,1,0,375,AMP Bank - Professional Package Home Loan Fixed (Interest Only) 5 Years,84489.83941752937,4.0026756036429845,217.20014151057975,3.3743719720953176,2.5414804467568666,2.4420019999999996,2.5,2.4,0.10000000000000009
1,1,1,1,0,1,1,1,0,1,1,0,1,0,375,AMP Bank - Introductory Classic Investment Loan (Interest Only),93775.03182094831,3.477549353578479,106.7007557627288,4.201401352871333,1.9011087480000513,1.9,1.9,1.9,0.0
1,1,1,1,0,1,1,1,0,1,1,0,1,0,375,AMP Bank - Classic Variable Investment Loan (Interest Only),96602.58470606062,3.3176364321325686,84.09278290650842,4.370610056298397,1.9009217306667172,1.9,1.9,1.9,0.0
1,1,0,1,0,1,0,1,0,1,1,0,1,0,375,AMP Bank - Classic Fixed Investment Loan (Interest Only) 1 Year,94186.36421424917,3.4542863528953047,103.13987382059783,4.228052668330563,1.5950104124333062,1.5999999999999999,1.6,1.6,0.0
1,1,0,1,0,1,0,1,0,1,1,0,1,0,375,AMP Bank - Classic Fixed Investment Loan (Interest Only) 3 Years,89651.85110944888,3.7107368128465,148.1371961683201,3.8912715415762964,1.7814841135999966,1.766397,1.8,1.8,0.0
1,1,0,1,0,1,0,1,0,1,1,0,1,0,375,AMP Bank - Classic Fixed Home Loan (Interest Only) 5 Years,85263.68609914141,3.958910521737932,205.46480878494225,3.4622047224006582,2.3853941453332888,2.340719,2.4,2.3,0.10000000000000009
1,1,0,1,0,1,0,1,0,1,1,0,1,0,375,AMP Bank - Classic Fixed Home Loan (Interest Only) 3 Years,85062.06543378305,3.9703132261015126,208.47220591434572,3.4396959476337674,2.4138076093333,2.367109,2.4,2.4,0.0
1,1,1,1,0,1,1,1,0,1,1,0,1,0,375,AMP Bank - Basic Variable Rate Investment Loan (Interest Only),80695.20597033776,4.217281994756576,282.7737988746435,2.883587875170372,3.230900720666615,3.238638,3.2,3.2,0.0
1,1,0,1,0,1,0,1,0,1,1,0,1,0,375,AMP Bank - Basic Fixed Rate Investment Loan (Interest Only) 2 Years,80148.90013666844,4.2481784502481705,293.3939206288485,2.8041018883596545,3.03122953522219,3.010143,3.0,3.0,0.0
1,1,0,1,0,1,0,1,0,1,1,0,1,0,375,AMP Bank - Basic Fixed Rate Investment Loan (Interest Only) 5 Years,85037.44832082061,3.971705452741062,208.8418001423247,3.4369297305780337,2.404594155999964,2.370329,2.4,2.4,0.0
1,1,0,1,0,1,0,1,0,1,1,0,1,0,375,AMP Bank - Basic Fixed Rate Home Loan (Interest Only) 2 Years,77803.04067854217,4.380849086127575,342.6924673768535,2.435128374939441,3.3399601005555626,3.317163,3.3,3.3,0.0
1,1,0,1,0,1,0,1,0,1,1,0,1,0,375,AMP Bank - Basic Fixed Rate Home Loan (Interest Only) 5 Years,83639.83941752937,4.0507475544612,230.70295349604697,3.273310575604314,2.5822406126666277,2.5532459999999997,2.6,2.6,0.0
0,1,0,0,0,0,0,1,0,0,1,1,1,0,375,AMP Bank - Professional Package Line of Credit Home Loan ($250k-$750k),79370.42751313218,4.292205153391656,309.07722423369694,2.686720666907097,2.4866997973333462,2.5320289999999996,2.5,2.5,0.0
1,1,0,1,0,1,0,1,0,1,1,1,0,0,375,AMP Bank - Professional Package Investment Loan Fixed (Principal and Interest) 3 Years,81858.80349151773,4.151474462038503,261.1792355549748,3.045211744927869,2.858026904333361,2.786353,2.9,2.8,0.10000000000000009
1,1,0,1,0,1,0,1,0,1,1,1,0,0,375,AMP Bank - Professional Package Investment Loan Fixed (Principal and Interest) 1 Year,82152.10898284604,4.134886500681036,255.9502429172461,3.0843479854960405,2.8411947536666897,2.7479649999999998,2.8,2.7,0.09999999999999964
1,1,1,1,0,1,1,1,0,1,1,1,0,0,375,AMP Bank - Professional Package Investment Loan (Principal and Interest) ($250k-$750k),81819.1009976483,4.1537198459592695,261.8935717958259,3.0398653164845015,3.106613816444431,3.091547,3.1,3.1,0.0
1,1,0,1,0,1,0,1,0,1,1,1,0,0,375,AMP Bank - Professional Package Home Loan Fixed (Principal and Interest) 1 Year,75910.21493884329,4.487898293029055,387.12776439741185,2.1025537101049316,3.5790036180333518,3.5648999999999997,3.6,3.6,0.0
1,1,0,1,0,1,0,1,0,1,1,1,0,0,375,AMP Bank - Professional Package Home Loan Fixed (Principal and Interest) 5 Years,81727.75246554404,4.1588860837741315,263.54308086313705,3.0275196147116814,2.8315094946667148,2.803503,2.8,2.8,0.0
1,1,1,1,0,1,1,1,0,1,1,1,0,0,375,AMP Bank - Professional Package Home Loan (Principal and Interest) ($250k-$750k),71653.24025649964,4.728652501927895,504.027723517491,1.2276194274435384,4.429619466499862,4.422051000000001,4.4,4.4,0.0
1,1,1,1,0,1,1,1,0,1,1,1,0,0,375,AMP Bank - Professional Package Home Loan (Principal and Interest) ($250k-$750k),71653.24025649964,4.728652501927895,504.027723517491,1.2276194274435384,4.429619466499862,4.422051000000001,4.4,4.4,0.0
1,1,1,1,0,1,1,1,0,1,1,1,0,0,375,AMP Bank - Introductory Classic Home Loan (Principal and Interest),84746.43165143213,3.9881639692329727,213.25096289058618,3.4039294825426616,2.723286719666656,2.7084159999999997,2.7,2.7,0.0
1,1,0,1,0,1,0,1,0,1,1,1,0,0,375,AMP Bank - Essential Home Loan ($100k+),71661.81898680686,4.7281673298085884,503.76664899884634,1.2295734319479956,4.234943291333285,4.220922999999999,4.2,4.2,0.0
1,1,1,1,0,1,1,1,0,1,1,1,0,0,375,AMP Bank - Classic Variable Investment Loan (Principal and Interest),96109.45452267482,3.3455255261592747,87.73064165500995,4.3433826102111475,1.9006024846667173,1.9,1.9,1.9,0.0
0,1,0,0,0,0,0,1,0,0,1,1,1,0,375,AMP Bank - Classic Line of Credit Investment Loan,98585.77792351169,3.205476471176889,70.66024856072077,4.4711454618761195,1.0589072136000075,1.020001,1.1,1.0,0.10000000000000009
1,1,0,1,0,1,0,1,0,1,1,1,0,0,375,AMP Bank - Classic Fixed Investment Loan (Principal and Interest) 5 Years,87801.45714396876,3.8153862807322465,170.4923831426451,3.723954806597364,2.0513709498333497,2.0085759999999997,2.1,2.0,0.10000000000000009
1,1,0,1,0,1,0,1,0,1,1,1,0,0,375,AMP Bank - Classic Fixed Investment Loan (Principal and Interest) 2 Years,90782.74357357675,3.646778922356799,135.67475827005,3.9845462890168393,1.6170639286666693,1.6183889999999999,1.6,1.6,0.0
1,1,0,1,0,1,0,1,0,1,1,1,0,0,375,AMP Bank - Classic Fixed Home Loan (Principal and Interest) 3 Years,81548.37712110227,4.169030698757666,266.8063396160544,3.0030958511995873,2.8454173880000537,2.826981,2.8,2.8,0.0
1,1,0,1,0,1,0,1,0,1,1,1,0,0,375,AMP Bank - Classic Fixed Home Loan (Principal and Interest) 5 Years,82485.33644506749,4.116040742827873,250.11166538094375,3.1280466461879604,2.7367941346667375,2.704348,2.7,2.7,0.0
1,1,1,1,0,1,1,1,0,1,1,1,0,0,375,AMP Bank - Basic Variable Rate Investment Loan (Principal and Interest),80345.20597033776,4.237076327446429,289.54160532231555,2.832934428205496,3.2860136939999744,3.284446,3.3,3.3,0.0
1,1,0,1,0,1,0,1,0,1,1,1,0,0,375,AMP Bank - Basic Fixed Rate Investment Loan (Principal and Interest) 3 Years,80115.76176081997,4.250052598923445,294.0482620728481,2.799204489196894,3.0398924872222173,3.0144759999999997,3.0,3.0,0.0
1,1,0,1,0,1,0,1,0,1,1,1,0,0,375,AMP Bank - Basic Fixed Rate Investment Loan (Principal and Interest) 5 Years,82826.40554042789,4.096751499559898,244.2466956519789,3.171942838464397,2.6745406786666877,2.659709,2.7,2.7,0.0
1,1,0,1,0,1,0,1,0,1,1,1,0,0,375,AMP Bank - Basic Fixed Rate Home Loan (Principal and Interest) 1 Year,73074.63498070314,4.648265187486505,462.224774736755,1.5404923598201414,3.993234433999984,3.9360189999999995,4.0,3.9,0.10000000000000009
1,1,0,1,0,1,0,1,0,1,1,1,0,0,375,AMP Bank - Basic Fixed Rate Home Loan (Principal and Interest) 3 Years,75127.97776559393,4.532137901170965,406.78759617661734,1.9554102812752092,3.6910821078443514,3.667275,3.7,3.7,0.0
1,1,0,1,0,1,0,1,0,0,1,1,1,0,300,"Aussie - Select Standard Variable Investment Loan (Amounts < $500k, LVR 80%-90%)",76460.55804854812,4.456773508437437,373.75824269279104,2.202617499435626,3.6709360336444794,3.67287,3.7,3.7,0.0
1,1,0,1,0,1,0,1,0,0,1,1,1,0,300,"Aussie - Select Standard Variable Home Loan (Amounts < $500k, LVR < 80%)",71243.24025649964,4.7518401487931525,516.6322152789086,1.1332814820704409,4.321335381333316,4.355713,4.3,4.4,-0.10000000000000053
1,1,0,0,0,1,0,1,0,0,1,1,1,0,300,Aussie - Select Standard Fixed Investment Loan 1 Year,75937.57757948838,4.486350792422764,386.45411734671166,2.1075956015094093,3.5146249391016204,3.5413149999999995,3.5,3.5,0.0
1,1,0,0,0,1,0,1,0,0,1,1,1,0,300,Aussie - Select Standard Fixed Investment Loan 4 Years,77054.21570112905,4.42319905964011,359.75399930663775,2.30743184439783,3.3603088498888902,3.3951689999999997,3.4,3.4,0.0
1,1,0,0,0,1,0,1,0,0,1,1,1,0,300,Aussie - Select Standard Fixed Home Loan 4 Years,76009.63135007319,4.482275774404152,384.68470256247946,2.1208387340701527,3.5138348967375848,3.5318859999999996,3.5,3.5,0.0
1,1,0,0,0,1,0,1,0,0,1,1,1,0,300,Aussie - Select Standard Fixed Home Loan 2 Years,73814.82608742155,4.606403504570919,441.5842156004931,1.6949760135147087,3.8030751218666214,3.8191379999999993,3.8,3.8,0.0
1,1,0,0,0,1,0,1,0,0,1,1,1,0,300,Aussie - Select Standard Fixed Home Loan 3 Years,74014.3273641918,4.595120662729658,436.1494191964156,1.7356525862783303,3.771186521033359,3.793027999999999,3.8,3.8,0.0
1,1,0,1,0,1,0,1,0,0,1,0,1,0,300,Aussie - Select Line of Credit Investment Loan (LVR 80%-90%),75425.55804854812,4.515308177963147,399.2164694034666,2.012076155430056,3.7096892106666433,3.708328,3.7,3.7,0.0
1,1,0,1,0,1,0,1,0,0,1,0,1,0,300,Aussie - Select Line of Credit Investment Loan (LVR 80%-90%),75425.55804854812,4.515308177963147,399.2164694034666,2.012076155430056,3.7096892106666433,3.708328,3.7,3.7,0.0
1,1,0,1,0,1,0,1,0,0,1,0,1,0,300,Aussie - Select Line of Credit Investment Loan (LVR 80%-90%),75425.55804854812,4.515308177963147,399.2164694034666,2.012076155430056,3.7096892106666433,3.708328,3.7,3.7,0.0
1,1,0,1,0,1,0,1,0,0,1,0,1,0,300,Aussie - Select Line of Credit Investment Loan (LVR 80%-90%),75425.55804854812,4.515308177963147,399.2164694034666,2.012076155430056,3.7096892106666433,3.708328,3.7,3.7,0.0
1,1,0,1,0,1,0,1,0,0,1,0,1,0,300,Aussie - Select Line of Credit Investment Loan (LVR 80%-90%),75425.55804854812,4.515308177963147,399.2164694034666,2.012076155430056,3.7096892106666433,3.708328,3.7,3.7,0.0
1,1,0,1,0,1,0,1,0,0,1,0,1,0,300,Aussie - Select Line of Credit Home Loan (LVR < 80%),70208.24025649964,4.810374818318863,549.577796049486,0.8867012583018508,4.402908614000127,4.391171,4.4,4.4,0.0
1,1,0,1,0,1,0,1,0,0,1,0,1,0,300,Aussie - Select Line of Credit Home Loan (LVR < 80%),70208.24025649964,4.810374818318863,549.577796049486,0.8867012583018508,4.402908614000127,4.391171,4.4,4.4,0.0
1,1,0,1,0,1,0,1,0,0,1,0,1,0,300,Aussie - Select Line of Credit Home Loan (LVR < 80%),70208.24025649964,4.810374818318863,549.577796049486,0.8867012583018508,4.402908614000127,4.391171,4.4,4.4,0.0
1,1,0,1,0,1,0,1,0,0,1,1,1,0,300,"Aussie - Select Basic Variable Investment Loan (Amounts < $500k, LVR < 80%)",75007.66399154968,4.538942275086976,409.88113012540606,1.9322568180341153,3.865585232736994,3.863025,3.9,3.9,0.0
1,1,1,1,0,1,1,1,0,0,1,1,1,0,300,"Aussie - Select Basic Variable Home Loan (Amounts < $500k, LVR 80%-90%)",71529.32261786865,4.7356606932570475,507.8109937208421,1.1993036536280566,4.502989589999967,4.5182709999999995,4.5,4.5,0.0
1,1,1,1,0,1,1,1,0,0,1,1,1,0,300,"Aussie - Select Basic Variable Home Loan (Amounts < $500k, LVR 90%-95%)",74130.05397396011,4.588575716973022,433.0214607880127,1.7590636983681085,4.146942872190412,4.1778889999999995,4.1,4.2,-0.10000000000000053
0,1,0,0,0,1,0,1,0,0,1,1,1,0,300,Aussie - Select Basic Fixed Investment Loan 2 Years,75132.00374971496,4.531910210687834,406.68440373210575,1.9561826220706588,3.1356879940000844,3.146751,3.1,3.1,0.0
0,1,0,0,0,1,0,1,0,0,1,1,1,0,300,Aussie - Select Basic Fixed Investment Loan 3 Years,75333.54879145644,4.520511783235773,401.5452301230622,1.994646614778151,3.1125121366666875,3.1203749999999997,3.1,3.1,0.0
1,1,0,0,0,1,0,1,0,0,1,1,1,0,300,Aussie - Select Basic Fixed Home Loan 3 Years (LVR 80%-95%),73579.3273641918,4.619722190501333,448.0693662554756,1.6464380954608644,3.7522446069777975,3.749967,3.8,3.7,0.09999999999999964
1,1,0,0,0,1,0,1,0,0,1,1,1,0,300,Aussie - Select Basic Fixed Home Loan 4 Years (LVR 80%-95%),75574.63135007319,4.506877302175827,395.46639993187324,2.0401434393517603,3.5583316189777827,3.488818,3.6,3.5,0.10000000000000009
1,1,0,0,0,1,0,1,0,0,1,1,1,0,300,Aussie - Select Basic Fixed Home Loan 5 Years (LVR < 80%),76778.69585434138,4.438781149668603,366.20016233572034,2.2591857280756216,3.331932829000111,3.3312339999999994,3.3,3.3,0.0
1,1,0,0,0,1,0,1,0,0,1,1,1,0,300,Aussie - Select Basic Fixed Home Loan 5 Years (LVR < 80%),76778.69585434138,4.438781149668603,366.20016233572034,2.2591857280756216,3.331932829000111,3.3312339999999994,3.3,3.3,0.0
1,1,0,0,0,1,0,1,0,0,1,1,1,0,300,Aussie - Select Basic Fixed Home Loan 1 Year (LVR < 80%),70862.22835419676,4.773388366944516,528.5708381412206,1.0439272127565198,4.102223934000073,4.105574,4.1,4.1,0.0
1,1,0,0,0,1,0,1,0,0,1,1,1,0,300,Aussie - Select Basic Fixed Home Loan 5 Years (LVR 80%-95%),76778.69585434138,4.438781149668603,366.20016233572034,2.2591857280756216,3.331932829000111,3.3312339999999994,3.3,3.3,0.0
1,1,0,0,0,1,0,1,0,0,1,1,1,0,300,Aussie - Select Basic Fixed Home Loan 5 Years (LVR 80%-95%),76778.69585434138,4.438781149668603,366.20016233572034,2.2591857280756216,3.331932829000111,3.3312339999999994,3.3,3.3,0.0
1,1,0,1,0,1,0,1,0,0,1,1,0,1,300,Aussie - IQ Variable Investment Loan (Principal and Interest) (LVR 80%-90%),76759.7184257378,4.439854422626825,366.6475494995811,2.255837272094706,3.636229415333385,3.6337189999999997,3.6,3.6,0.0
1,1,0,1,0,1,0,1,0,0,1,1,0,1,300,Aussie - IQ Variable Investment Loan (Principal and Interest) (LVR 80%-90%),76759.7184257378,4.439854422626825,366.6475494995811,2.255837272094706,3.636229415333385,3.6337189999999997,3.6,3.6,0.0
1,1,0,1,0,1,0,1,0,0,1,1,0,1,300,Aussie - IQ Variable Investment Loan (Principal and Interest) (LVR 80%-90%),76759.7184257378,4.439854422626825,366.6475494995811,2.255837272094706,3.636229415333385,3.6337189999999997,3.6,3.6,0.0
1,1,0,1,0,1,0,1,0,0,1,1,0,1,300,Aussie - IQ Variable Investment Loan (Principal and Interest) (LVR 70%-80%) ,74542.66399154968,4.565240459946352,422.0150836112628,1.8414406024519556,3.9226927558223856,3.923883,3.9,3.9,0.0
1,1,0,1,0,1,0,1,0,0,1,1,0,1,300,Aussie - IQ Variable Investment Loan (Principal and Interest) (LVR 70%-80%) ,74542.66399154968,4.565240459946352,422.0150836112628,1.8414406024519556,3.9226927558223856,3.923883,3.9,3.9,0.0
1,1,0,1,0,1,0,1,0,0,1,1,0,1,300,Aussie - IQ Variable Investment Loan (Principal and Interest) (LVR 70%-80%) ,74542.66399154968,4.565240459946352,422.0150836112628,1.8414406024519556,3.9226927558223856,3.923883,3.9,3.9,0.0
1,1,0,1,0,1,0,1,0,0,1,1,0,1,300,Aussie - IQ Variable Investment Loan (Principal and Interest) (LVR 70%-80%) ,74542.66399154968,4.565240459946352,422.0150836112628,1.8414406024519556,3.9226927558223856,3.923883,3.9,3.9,0.0
1,1,0,1,0,1,0,1,0,0,1,0,1,1,300,Aussie - IQ Variable Investment Loan (Interest Only) (LVR 70%-80%),79917.86052101853,4.261244950295914,297.98035554733514,2.7697748520152077,3.2299791655389605,3.220376,3.2,3.2,0.0
